Passenger_ID,Flight_ID,Airline,Departure_Airport,Arrival_Airport,Departure_Time,Flight_Duration_Minutes,Flight_Status,Distance_Miles,Price_USD,Age,Gender,Income_Level,Travel_Purpose,Seat_Class,Bags_Checked,Frequent_Flyer_Status,Check_in_Method,Flight_Satisfaction_Score,Delay_Minutes,Booking_Days_In_Advance,No_Show,Weather_Impact,Seat_Selected
P5792,F397,JetBlue,ATL,SEA,18/06/2024 1:49,191,On-time,1204,559.37,54,Male,Medium,Leisure,Economy,2,None,Online,7.7,4,87,0,0,Aisle
P5793,F1599,United,DFW,DFW,20/03/2025 9:24,288,Cancelled,937,399.35,44,Male,Medium,Leisure,Business,2,Platinum,Mobile App,6.3,3,63,1,0,Middle
P5794,F1946,Southwest,SFO,DEN,13/04/2025 12:43,231,On-time,1504,471.89,29,Male,High,Business,Economy,0,None,Airport Kiosk,8,9,2,0,0,Window
P5795,F852,JetBlue,JFK,ATL,02/12/2023 19:24,181,Cancelled,945,386.26,76,Male,Low,Leisure,First,1,Silver,Online,7.6,13,87,0,0,Middle
P5796,F964,Southwest,LAX,ATL,13/09/2024 22:34,232,On-time,933,155.34,47,Male,High,Family,Business,1,Gold,Desk,4.3,10,0,0,0,Aisle
P5797,F31,United,JFK,LAX,04/12/2024 16:40,154,On-time,1851,445.12,28,Male,High,Business,Business,1,None,Mobile App,6,4,68,0,0,Aisle
P5798,F1468,United,LAX,LAX,22/08/2024 5:55,187,On-time,1432,304.7,62,Male,Low,Business,Economy,2,None,Online,8.2,2,68,0,0,Window
P5799,F1636,American Airlines,JFK,ORD,07/09/2023 0:20,154,On-time,1592,182.97,33,Female,High,Leisure,Economy,1,Silver,Desk,6.4,4,117,0,0,Window
P5800,F298,American Airlines,LAX,SEA,21/04/2024 22:04,261,Delayed,1459,279.48,39,Female,Medium,Emergency,Economy,1,None,Online,7.4,9,61,0,0,Window
P5801,F848,United,DEN,SFO,05/07/2023 5:32,192,On-time,1248,303.31,29,Female,High,Emergency,Economy,1,Silver,Mobile App,8.7,5,29,0,0,Window
P5802,F1744,Southwest,ATL,LAX,10/03/2025 5:01,87,On-time,1397,349.16,70,Female,Medium,Family,Business,0,None,Mobile App,7.2,13,76,0,0,Window
P5803,F975,American Airlines,SEA,ORD,10/01/2024 1:25,94,Delayed,1229,348.19,33,Female,Medium,Business,Economy,1,Silver,Desk,9.9,4,92,0,0,Aisle
P5804,F1637,JetBlue,DEN,ORD,16/09/2024 3:02,186,On-time,1501,418.75,71,Male,Medium,Family,Premium Economy,2,None,Desk,7.2,3,61,0,0,Middle
P5805,F1094,American Airlines,LAX,ORD,08/09/2024 19:22,105,On-time,1614,366.91,74,Male,Low,Business,Economy,0,None,Desk,8.2,27,46,0,0,Middle
P5806,F814,Delta,LAX,ATL,15/10/2023 13:08,209,On-time,1440,382.39,27,Male,High,Emergency,Economy,1,None,Desk,7.5,1,116,0,0,Middle
P5807,F1032,Delta,SEA,ORD,02/12/2023 2:00,283,On-time,1043,373.7,79,Female,High,Leisure,Economy,1,Platinum,Airport Kiosk,8.3,1,46,0,0,Window
P5808,F313,United,SFO,DEN,10/02/2024 18:12,208,On-time,918,440.86,27,Female,Low,Business,Economy,2,Silver,Online,9.6,5,33,0,0,Window
P5809,F549,Delta,SFO,SEA,06/03/2024 2:56,282,On-time,588,394.23,61,Female,High,Emergency,Economy,0,Silver,Mobile App,5.7,22,13,0,0,Middle
P5810,F1024,JetBlue,JFK,ATL,08/09/2023 19:44,112,On-time,959,442.57,68,Female,Medium,Leisure,Economy,1,Gold,Airport Kiosk,7.9,5,22,0,0,Window
P5811,F422,JetBlue,ATL,ORD,21/11/2024 3:54,147,Delayed,928,330.49,69,Male,Medium,Leisure,Economy,2,Gold,Airport Kiosk,6.8,28,40,0,0,Window
P5812,F1554,JetBlue,SFO,ORD,04/11/2024 9:11,151,On-time,1290,208.78,69,Female,Medium,Leisure,Economy,0,None,Mobile App,8.6,8,13,0,1,Middle
P5813,F322,United,SFO,DEN,12/06/2024 2:01,197,On-time,1306,458.06,31,Male,Medium,Emergency,Economy,1,Gold,Online,3.9,5,99,0,0,Window
P5814,F780,JetBlue,SEA,DEN,01/04/2024 8:53,278,On-time,1343,345.25,79,Female,Medium,Emergency,Economy,2,Platinum,Mobile App,8.4,11,59,1,1,Middle
P5815,F1432,American Airlines,JFK,ATL,30/06/2024 2:22,165,On-time,1294,478.17,56,Female,Medium,Family,First,0,None,Airport Kiosk,4.8,6,117,0,0,Middle
P5816,F1704,Southwest,SFO,SEA,29/04/2023 5:36,245,On-time,1205,554.29,33,Female,High,Family,Economy,0,None,Online,4.4,1,90,0,0,Window
P5817,F289,JetBlue,SFO,DFW,28/05/2023 9:57,145,On-time,1602,453.16,45,Female,Low,Emergency,Economy,0,None,Desk,6.9,4,94,0,0,Middle
P5818,F1742,American Airlines,JFK,LAX,31/03/2024 5:04,154,On-time,1125,453.47,43,Female,Medium,Emergency,Premium Economy,0,None,Airport Kiosk,8.3,16,38,0,0,Middle
P5819,F1073,JetBlue,ATL,DFW,24/10/2024 16:09,188,On-time,1640,218.15,39,Female,Medium,Family,Economy,2,Gold,Online,5.9,6,4,0,1,Middle
P5820,F1628,Southwest,SFO,DFW,25/11/2023 10:15,191,On-time,1309,211.5,36,Female,Low,Family,Business,1,Gold,Mobile App,6.5,5,59,0,0,Window
P5821,F71,Southwest,LAX,JFK,08/08/2023 9:26,98,On-time,1324,435.47,68,Male,High,Emergency,Premium Economy,1,None,Mobile App,7.6,29,117,0,0,Middle
P5822,F1882,United,ORD,SFO,25/10/2024 9:31,131,On-time,990,487.16,38,Male,Medium,Business,Economy,1,Platinum,Online,8.5,6,81,0,1,Middle
P5823,F193,Southwest,JFK,JFK,16/03/2025 17:10,150,On-time,1497,387.63,73,Male,Medium,Business,Business,0,Platinum,Airport Kiosk,3.9,1,29,0,0,Aisle
P5824,F260,Delta,LAX,LAX,13/01/2024 14:55,107,On-time,1080,337.42,56,Female,Medium,Leisure,Economy,0,Silver,Desk,4.2,2,9,0,0,Aisle
P5825,F975,Delta,JFK,LAX,02/08/2023 17:56,243,On-time,1823,352.42,26,Male,Low,Business,Economy,1,Gold,Online,9.6,2,78,0,0,Aisle
P5826,F946,JetBlue,LAX,DFW,10/08/2024 3:02,161,Delayed,1398,453.4,33,Male,Low,Family,Business,0,None,Desk,7.7,6,53,0,0,Middle
P5827,F772,United,SEA,SFO,05/11/2024 1:20,290,Delayed,742,259.77,50,Male,Medium,Business,Economy,3,Silver,Online,5,0,80,0,0,Middle
P5828,F1915,JetBlue,DFW,JFK,29/07/2024 6:54,168,On-time,1365,531.06,78,Female,Medium,Leisure,Economy,2,None,Mobile App,8.4,1,70,0,0,Window
P5829,F72,Southwest,JFK,ORD,10/02/2025 5:16,130,On-time,2021,467.52,74,Male,Low,Business,Economy,0,Silver,Mobile App,9.2,3,93,0,0,Aisle
P5830,F1364,United,SEA,DFW,28/10/2024 4:25,288,On-time,1128,414.43,67,Male,Medium,Emergency,Economy,1,None,Online,8.1,1,82,0,1,Aisle
P5831,F1550,Delta,SFO,DFW,23/12/2024 5:15,127,Delayed,1338,424.79,57,Male,High,Family,Economy,1,Platinum,Airport Kiosk,8.5,27,36,0,1,Window
P5832,F787,JetBlue,ATL,SEA,16/03/2025 4:41,250,On-time,1300,375.59,51,Male,High,Emergency,Premium Economy,1,Gold,Mobile App,6,5,105,0,0,Middle
P5833,F1260,Delta,DFW,SFO,15/10/2024 20:14,219,On-time,1490,489.58,56,Male,Medium,Family,Economy,1,Silver,Online,6.6,23,103,0,0,Middle
P5834,F301,American Airlines,LAX,SFO,25/12/2023 6:29,209,On-time,1028,453.78,18,Male,Low,Family,Premium Economy,2,Silver,Airport Kiosk,5.7,5,24,0,0,Aisle
P5835,F39,American Airlines,DEN,SFO,12/12/2024 18:51,142,On-time,1431,274.84,53,Female,Low,Business,Economy,1,Silver,Airport Kiosk,6.7,2,77,0,0,Aisle
P5836,F822,Southwest,SFO,SEA,12/05/2024 22:22,137,On-time,1040,337.51,26,Female,Medium,Business,Economy,1,None,Mobile App,10,14,41,0,0,Middle
P5837,F446,JetBlue,SFO,LAX,18/04/2024 22:03,238,Delayed,1455,406.99,33,Female,Low,Family,Economy,0,None,Online,3.8,6,104,0,0,Aisle
P5838,F918,Delta,LAX,DFW,15/11/2023 10:45,120,Delayed,1049,304.99,48,Male,Low,Emergency,Economy,0,None,Mobile App,7.1,2,77,0,0,Aisle
P5839,F686,Delta,SEA,JFK,22/10/2024 16:42,140,On-time,1502,460.84,23,Female,Low,Leisure,Economy,2,None,Mobile App,9.4,14,2,0,1,Aisle
P5840,F664,United,LAX,DEN,04/08/2023 15:20,152,On-time,1502,408.75,79,Female,High,Emergency,Economy,2,None,Desk,6.2,4,64,0,0,Aisle
P5841,F781,United,DEN,DEN,15/09/2024 23:43,251,On-time,1628,411.35,61,Male,Medium,Leisure,Business,2,Gold,Mobile App,5.6,1,3,0,0,Window
P5842,F895,Delta,ATL,LAX,03/03/2025 4:49,243,On-time,1264,283.63,42,Female,Low,Family,Business,2,Silver,Desk,4.6,18,49,0,0,Aisle
P5843,F1537,Southwest,SFO,SFO,06/05/2023 7:11,186,On-time,924,141.55,74,Male,Medium,Family,Business,1,None,Airport Kiosk,5.5,8,5,0,0,Aisle
P5844,F323,American Airlines,DFW,SFO,27/01/2025 21:37,232,On-time,1066,264.56,25,Male,Medium,Emergency,First,1,Silver,Airport Kiosk,9.4,1,32,0,0,Aisle
P5845,F1958,JetBlue,DFW,JFK,20/07/2023 0:18,91,On-time,848,437.61,77,Male,Medium,Leisure,Premium Economy,2,Platinum,Desk,6.8,5,53,0,0,Window
P5846,F1104,JetBlue,DEN,SFO,04/02/2024 11:06,156,Delayed,1383,340.64,38,Female,Low,Leisure,Business,1,Silver,Mobile App,3.7,2,74,0,0,Window
P5847,F480,Delta,ATL,DFW,03/06/2024 5:09,135,On-time,1446,236.51,35,Female,High,Emergency,Premium Economy,0,None,Mobile App,6,3,9,0,0,Window
P5848,F376,Southwest,DFW,SEA,28/12/2023 14:13,246,On-time,1223,400.54,55,Female,High,Business,Economy,0,None,Desk,8.8,25,86,0,0,Window
P5849,F1801,JetBlue,JFK,JFK,31/12/2024 14:36,198,Delayed,1262,281.45,71,Female,Medium,Leisure,Premium Economy,1,Silver,Mobile App,4.8,7,97,0,0,Window
P5850,F1451,United,DEN,SFO,13/06/2024 5:27,260,On-time,1906,226.82,61,Female,High,Leisure,Economy,2,None,Mobile App,6.4,48,8,1,0,Aisle
P5851,F1144,Southwest,DFW,LAX,17/02/2024 10:48,273,On-time,1586,479.35,35,Female,Low,Family,Business,0,Silver,Mobile App,3.6,12,15,0,0,Middle
P5852,F490,American Airlines,SEA,SEA,05/01/2025 6:16,150,On-time,738,261.64,74,Female,Low,Family,Economy,1,None,Desk,8.1,16,14,0,0,Aisle
P5853,F1940,JetBlue,JFK,SEA,26/09/2023 0:49,7,On-time,1409,462.9,59,Male,Low,Family,Business,0,None,Desk,5.1,1,78,0,0,Window
P5854,F59,JetBlue,ORD,JFK,23/07/2024 3:40,208,Delayed,898,404.61,36,Male,Low,Family,Business,1,Silver,Mobile App,5.7,69,20,0,0,Window
P5855,F1932,Southwest,DFW,SEA,29/06/2024 0:45,261,Delayed,1032,397.08,37,Male,Low,Emergency,Premium Economy,0,Silver,Mobile App,10,3,38,0,1,Aisle
P5856,F759,Southwest,DFW,JFK,19/04/2025 13:56,166,On-time,1399,447.05,70,Male,Low,Emergency,First,0,Platinum,Mobile App,3.5,7,34,0,1,Window
P5857,F1922,JetBlue,SEA,ATL,16/05/2023 0:07,184,On-time,987,329.72,46,Female,High,Emergency,Premium Economy,2,None,Airport Kiosk,9.2,4,89,1,0,Middle
P5858,F377,Southwest,DEN,LAX,06/08/2023 1:58,163,On-time,1402,344.9,23,Male,High,Business,Economy,3,Gold,Desk,8.3,6,25,0,0,Middle
P5859,F845,American Airlines,LAX,LAX,18/06/2023 20:14,202,On-time,1391,373.52,32,Female,Low,Emergency,Business,0,Silver,Online,6,4,63,0,0,Aisle
P5860,F1686,JetBlue,DFW,DFW,06/05/2024 6:40,193,On-time,1338,285.74,22,Female,Medium,Family,Economy,3,None,Airport Kiosk,10,8,42,0,0,Middle
P5861,F253,JetBlue,ORD,ORD,28/11/2023 13:20,126,On-time,1448,495.68,35,Male,Medium,Family,Premium Economy,0,None,Airport Kiosk,7.2,3,25,0,0,Aisle
P5862,F738,American Airlines,ORD,SFO,20/05/2023 4:35,197,On-time,1121,463.5,47,Male,Low,Business,Business,0,None,Desk,6.1,10,82,0,1,Window
P5863,F195,Delta,ORD,SFO,05/11/2024 0:58,163,On-time,777,270.21,20,Female,Medium,Leisure,Economy,1,None,Mobile App,10,15,25,0,0,Aisle
P5864,F1938,Delta,SFO,DFW,27/02/2024 6:03,210,On-time,748,249.67,53,Female,Medium,Family,Premium Economy,2,Platinum,Online,10,3,26,0,0,Aisle
P5865,F770,JetBlue,DFW,SEA,07/11/2024 0:49,228,Delayed,1200,380.49,42,Female,Low,Family,Economy,0,None,Airport Kiosk,9.3,2,70,0,0,Aisle
P5866,F1893,Delta,SEA,LAX,06/07/2023 18:04,223,On-time,1802,528.64,73,Male,Low,Family,Premium Economy,1,Silver,Online,8.7,0,14,0,0,Window
P5867,F1255,American Airlines,DEN,DEN,10/09/2024 1:33,229,On-time,1475,354.88,73,Male,Low,Emergency,Economy,1,None,Mobile App,6.2,10,4,0,0,Middle
P5868,F1574,Delta,JFK,SFO,03/03/2025 0:32,194,On-time,1360,335.2,32,Male,Medium,Emergency,Economy,1,Silver,Mobile App,8.8,0,89,0,0,Middle
P5869,F84,United,JFK,DEN,30/08/2023 14:20,158,On-time,1547,470.7,69,Male,High,Family,Business,0,Silver,Desk,7.4,6,24,0,0,Middle
P5870,F631,Southwest,JFK,ATL,15/07/2023 12:48,238,On-time,1372,258.24,29,Female,Low,Leisure,Business,1,None,Airport Kiosk,5.6,30,47,0,0,Middle
P5871,F797,JetBlue,LAX,JFK,30/09/2024 6:27,187,On-time,1380,170.25,19,Female,Medium,Emergency,Business,0,None,Desk,8.2,25,41,0,0,Aisle
P5872,F1403,JetBlue,ATL,SFO,30/08/2023 21:51,219,On-time,1132,153.37,63,Female,Medium,Business,Premium Economy,1,Silver,Mobile App,7,3,15,0,0,Middle
P5873,F1420,Delta,SEA,DEN,14/02/2025 10:59,223,On-time,1127,422.64,38,Male,Medium,Business,Premium Economy,1,None,Mobile App,7.9,18,15,0,0,Window
P5874,F81,Southwest,ORD,ATL,11/09/2023 21:08,320,On-time,1253,367.16,63,Male,Low,Leisure,Economy,2,Gold,Mobile App,7.5,6,12,0,0,Aisle
P5875,F161,American Airlines,LAX,DEN,01/05/2023 14:39,127,On-time,881,235.96,52,Female,High,Business,Economy,0,None,Airport Kiosk,6.9,18,118,0,0,Middle
P5876,F1823,Delta,DEN,ORD,26/03/2024 12:14,133,On-time,1228,300.57,66,Male,Medium,Business,Economy,2,None,Online,10,1,47,0,0,Window
P5877,F1172,American Airlines,SEA,SFO,22/01/2025 0:43,223,On-time,1151,348.43,57,Male,Low,Emergency,Premium Economy,0,None,Online,8.1,10,56,0,0,Aisle
P5878,F1362,American Airlines,DFW,ATL,29/06/2024 1:29,293,On-time,1857,441.18,49,Female,Medium,Family,Economy,0,Silver,Mobile App,4.6,5,71,0,0,Middle
P5879,F69,Southwest,LAX,LAX,02/09/2024 20:05,156,On-time,670,286.39,25,Male,Medium,Emergency,Economy,0,None,Mobile App,6.9,9,77,0,0,Aisle
P5880,F1710,United,DFW,SFO,26/03/2024 5:24,151,On-time,1195,385.11,37,Female,Medium,Emergency,Economy,4,Platinum,Desk,7.1,1,67,0,0,Window
P5881,F94,Delta,SEA,ATL,18/10/2024 16:01,142,Cancelled,1228,502.97,60,Female,Medium,Leisure,Economy,1,None,Mobile App,9.1,28,97,0,0,Window
P5882,F11,United,JFK,ATL,09/06/2023 22:50,322,On-time,1373,307.11,55,Male,Low,Emergency,Premium Economy,1,None,Airport Kiosk,5.7,2,87,0,0,Middle
P5883,F1177,Delta,LAX,LAX,21/06/2024 0:18,148,On-time,1605,490.49,31,Male,Medium,Business,Business,0,Silver,Online,6.5,8,61,0,1,Aisle
P5884,F1475,United,LAX,DEN,26/06/2024 2:03,221,On-time,1047,382.26,54,Male,Medium,Leisure,Economy,1,None,Desk,7.1,13,5,0,0,Window
P5885,F1254,Delta,DEN,DEN,28/07/2024 13:01,275,On-time,774,375.54,28,Female,Low,Business,Economy,0,Gold,Airport Kiosk,6.5,1,100,0,0,Aisle
P5886,F751,JetBlue,ATL,JFK,21/09/2023 18:43,278,On-time,1190,405.88,63,Female,Low,Business,Premium Economy,1,Gold,Desk,7.3,3,94,0,0,Aisle
P5887,F518,Southwest,SEA,SEA,26/10/2024 14:26,232,On-time,1240,367.61,56,Female,Medium,Emergency,First,0,None,Mobile App,8,10,23,0,0,Middle
P5888,F900,Delta,LAX,SFO,18/07/2023 0:39,222,Delayed,1622,277.18,58,Female,Medium,Family,Economy,3,Platinum,Desk,4.8,8,101,0,0,Window
P5889,F1370,United,DFW,SFO,18/04/2025 15:17,228,On-time,1646,325.06,27,Male,Low,Family,Premium Economy,2,None,Mobile App,7.2,45,115,0,0,Middle
P5890,F1420,American Airlines,DFW,ATL,08/11/2023 23:44,233,On-time,1151,366.6,44,Female,Medium,Leisure,Premium Economy,1,None,Desk,7.1,29,92,0,0,Middle
P5891,F1877,Delta,JFK,ATL,11/09/2024 10:09,147,On-time,1395,316.6,62,Female,Medium,Leisure,Economy,3,Silver,Online,7.5,7,51,0,0,Aisle
P5892,F34,United,LAX,DFW,08/09/2023 9:18,274,On-time,586,497.02,31,Male,High,Emergency,Economy,2,Silver,Mobile App,6.8,2,62,0,0,Aisle
P5893,F1146,American Airlines,JFK,ATL,27/08/2023 9:26,134,On-time,1507,298.52,68,Male,Medium,Business,Premium Economy,2,Gold,Airport Kiosk,8.9,2,67,0,1,Middle
P5894,F1718,JetBlue,DFW,ATL,06/08/2024 6:59,161,On-time,916,297.07,32,Female,High,Family,Business,2,Silver,Online,9,20,38,0,0,Window
P5895,F582,Delta,JFK,LAX,22/03/2025 6:22,158,On-time,1435,312.62,30,Male,Medium,Business,Economy,0,Silver,Airport Kiosk,6.3,12,87,0,0,Middle
P5896,F1535,United,ATL,LAX,02/04/2024 5:50,244,Delayed,1114,300,42,Male,Medium,Business,Economy,0,Platinum,Airport Kiosk,8.9,5,41,0,0,Window
P5897,F787,American Airlines,LAX,DEN,30/11/2024 0:55,301,On-time,1187,340.41,66,Female,Medium,Business,Economy,0,Silver,Desk,7.3,21,45,0,1,Window
P5898,F504,Southwest,ORD,ORD,04/05/2024 15:08,324,On-time,1482,374.73,42,Female,Low,Emergency,Economy,1,None,Online,8.4,26,107,0,0,Middle
P5899,F591,Delta,DEN,SFO,18/01/2024 8:48,160,Delayed,1416,287.78,55,Male,Medium,Business,Economy,0,Silver,Airport Kiosk,3.2,3,51,0,0,Middle
P5900,F1084,JetBlue,SEA,LAX,20/06/2023 6:12,228,On-time,1136,509.16,23,Female,High,Business,Economy,0,None,Airport Kiosk,7.4,8,65,1,0,Window
P5901,F1046,JetBlue,JFK,ATL,08/02/2024 14:50,194,On-time,1141,489.36,61,Male,Medium,Business,Economy,0,Gold,Desk,7.7,3,23,0,0,Middle
P5902,F1968,JetBlue,SFO,SEA,04/12/2024 21:50,250,On-time,1397,350.5,22,Male,High,Family,Economy,0,Gold,Airport Kiosk,7.3,12,106,0,1,Aisle
P5903,F889,Delta,ATL,DEN,02/02/2024 1:58,101,On-time,1316,457.95,66,Male,Medium,Leisure,Economy,2,None,Mobile App,6.2,1,37,0,0,Window
P5904,F1556,American Airlines,DEN,LAX,18/07/2023 13:42,112,On-time,1231,430.56,44,Female,Medium,Emergency,Economy,0,Silver,Mobile App,6.7,1,110,0,0,Window
P5905,F597,Delta,SEA,JFK,25/05/2023 16:06,141,Delayed,1204,268.56,62,Male,High,Business,Economy,0,None,Mobile App,3.9,8,12,0,0,Middle
P5906,F310,Delta,JFK,JFK,17/09/2023 18:54,152,On-time,1097,231.29,20,Female,Medium,Emergency,First,1,None,Desk,7,17,14,0,1,Aisle
P5907,F1502,Delta,LAX,DFW,16/03/2024 8:20,146,Delayed,1858,330.86,64,Female,Medium,Business,First,1,Gold,Online,9.6,2,99,0,0,Middle
P5908,F507,American Airlines,DFW,ATL,17/08/2023 17:43,185,On-time,1158,461.46,28,Male,Medium,Leisure,Premium Economy,0,Platinum,Airport Kiosk,6.2,13,104,0,0,Middle
P5909,F1972,Southwest,ATL,ORD,17/06/2024 22:36,186,On-time,870,357.06,53,Male,Medium,Business,Economy,0,Silver,Online,8.5,0,72,0,0,Aisle
P5910,F984,United,JFK,ATL,24/08/2024 19:59,242,On-time,1288,337.46,22,Male,High,Emergency,Economy,2,None,Airport Kiosk,7.5,60,67,0,0,Aisle
P5911,F1083,JetBlue,DEN,JFK,01/07/2023 15:41,126,On-time,1512,399.15,75,Male,Low,Emergency,Economy,2,Gold,Desk,8,21,44,0,0,Middle
P5912,F1671,JetBlue,ORD,SFO,08/06/2023 6:09,218,On-time,1394,288.96,67,Female,Medium,Family,Economy,1,None,Desk,9.4,7,33,0,0,Window
P5913,F356,JetBlue,SFO,DFW,21/06/2023 19:25,163,On-time,1361,519.58,19,Female,Medium,Leisure,First,0,Gold,Desk,5.9,1,109,0,0,Aisle
P5914,F179,Southwest,ATL,DEN,27/04/2023 18:46,93,On-time,1339,190.29,43,Male,Low,Family,Economy,0,Platinum,Airport Kiosk,4.6,4,12,0,0,Window
P5915,F431,Southwest,LAX,DEN,30/12/2023 7:02,109,On-time,1212,139.31,33,Male,Medium,Family,Economy,0,None,Online,6.3,5,18,0,0,Middle
P5916,F782,Southwest,DFW,ORD,03/01/2024 6:38,155,Delayed,1786,386.63,20,Female,Low,Business,Economy,0,Silver,Online,5.6,9,95,0,0,Middle
P5917,F1796,Delta,SEA,ORD,22/05/2024 15:17,126,On-time,1199,426.1,76,Male,High,Emergency,First,0,Silver,Desk,6.4,1,50,0,0,Aisle
P5918,F1070,United,ATL,LAX,24/02/2024 9:11,180,On-time,950,402.5,32,Female,Low,Business,Premium Economy,2,None,Airport Kiosk,6.9,5,14,0,0,Aisle
P5919,F1263,United,DFW,LAX,15/02/2025 18:55,62,On-time,1152,276.45,46,Male,High,Emergency,Premium Economy,3,Gold,Online,7.6,12,65,0,0,Window
P5920,F629,Southwest,ORD,ATL,07/06/2024 18:03,336,On-time,1006,419.98,26,Female,Low,Leisure,Economy,1,Platinum,Airport Kiosk,6.9,1,51,1,0,Window
P5921,F962,JetBlue,ATL,ATL,04/07/2024 21:12,204,On-time,1579,368.84,68,Female,Low,Family,Economy,1,None,Desk,7.3,1,29,0,0,Window
P5922,F1687,JetBlue,SEA,LAX,01/11/2023 0:10,331,On-time,1653,419.34,55,Male,High,Business,Economy,2,Platinum,Airport Kiosk,7.4,14,89,0,0,Aisle
P5923,F1474,United,SFO,DFW,16/12/2023 11:45,159,On-time,1368,318.09,54,Male,High,Family,Economy,1,None,Desk,7,4,38,0,0,Aisle
P5924,F1924,Southwest,DFW,JFK,05/07/2024 2:57,265,On-time,1058,437.31,35,Female,Low,Business,Economy,0,None,Mobile App,6.5,6,64,0,0,Middle
P5925,F488,American Airlines,ATL,SEA,12/12/2024 18:34,173,On-time,490,337.05,76,Male,Low,Emergency,First,0,None,Online,7.3,2,86,0,0,Window
P5926,F892,JetBlue,SFO,ORD,09/09/2024 7:24,159,On-time,373,127.36,67,Male,Medium,Business,Premium Economy,0,None,Online,6.1,4,116,0,0,Middle
P5927,F634,American Airlines,LAX,ORD,03/12/2024 16:25,248,On-time,746,184.1,41,Male,Medium,Business,Economy,0,Gold,Desk,4,1,70,0,1,Aisle
P5928,F372,Delta,JFK,DEN,19/11/2024 10:54,142,Delayed,1401,519.6,44,Female,Medium,Leisure,Business,1,None,Airport Kiosk,5.5,2,20,0,0,Middle
P5929,F1645,Delta,ATL,JFK,20/02/2025 9:41,110,Delayed,1117,482.24,54,Male,Medium,Business,Economy,2,Silver,Desk,7.8,18,113,0,0,Middle
P5930,F1710,American Airlines,ORD,ORD,26/02/2025 20:59,177,On-time,1243,437.07,24,Female,Medium,Family,Economy,1,None,Online,7.4,4,79,0,0,Middle
P5931,F1280,American Airlines,LAX,ATL,03/10/2023 7:36,99,On-time,1332,374.88,79,Male,Medium,Leisure,Economy,1,None,Mobile App,6.3,15,20,0,1,Aisle
P5932,F405,JetBlue,ATL,DFW,23/04/2023 17:16,180,On-time,771,432.18,52,Female,High,Leisure,Economy,1,None,Online,9.2,43,35,0,0,Window
P5933,F503,Delta,DEN,ATL,03/03/2024 22:22,99,On-time,941,445.92,22,Male,Low,Family,Business,5,Gold,Online,7,9,83,0,0,Window
P5934,F1570,JetBlue,ATL,ORD,04/02/2024 3:20,183,On-time,615,399.26,43,Female,Low,Family,Economy,1,None,Online,9.7,17,13,0,0,Aisle
P5935,F341,Southwest,ATL,ATL,21/02/2024 18:38,106,On-time,1090,175.26,48,Female,Medium,Emergency,Business,0,None,Desk,6.3,5,113,0,0,Middle
P5936,F646,Delta,SEA,ATL,08/01/2025 0:28,173,On-time,1497,317.32,38,Male,Medium,Emergency,Premium Economy,3,None,Mobile App,6.5,0,58,0,1,Aisle
P5937,F295,JetBlue,DEN,SEA,10/05/2024 18:52,230,Delayed,1508,437.67,78,Male,Low,Emergency,Business,0,None,Mobile App,5.9,7,78,0,0,Middle
P5938,F1613,American Airlines,ATL,ORD,25/02/2025 13:07,302,On-time,648,393.93,26,Female,Medium,Family,Economy,2,None,Airport Kiosk,8.1,3,43,0,0,Aisle
P5939,F1328,JetBlue,DEN,ORD,15/08/2024 10:45,192,On-time,1151,428.71,44,Male,High,Family,Economy,4,None,Online,7.9,2,40,0,0,Aisle
P5940,F775,United,SFO,ORD,25/03/2024 21:29,180,On-time,956,356.44,37,Female,High,Emergency,Business,0,None,Mobile App,8.4,34,15,0,0,Window
P5941,F510,JetBlue,LAX,JFK,13/07/2024 1:54,160,On-time,1093,345.11,50,Male,High,Family,Premium Economy,0,None,Airport Kiosk,4.2,10,28,0,0,Window
P5942,F1156,JetBlue,SFO,ATL,26/08/2023 5:24,225,On-time,1055,264.24,33,Female,Medium,Leisure,Business,1,None,Online,10,1,66,0,0,Aisle
P5943,F273,American Airlines,SEA,SFO,21/05/2023 15:36,211,On-time,1084,504.52,59,Male,High,Business,Business,2,Gold,Desk,10,4,37,0,1,Window
P5944,F1443,United,ORD,ATL,17/07/2023 1:06,125,On-time,1454,301.35,59,Male,Low,Family,Economy,0,Silver,Desk,8.1,8,70,0,0,Aisle
P5945,F188,United,DFW,SFO,21/03/2024 14:18,108,On-time,888,302.13,36,Female,Low,Emergency,Premium Economy,1,Platinum,Airport Kiosk,8.8,4,41,0,0,Middle
P5946,F784,Delta,SEA,ORD,26/07/2024 6:59,156,On-time,1866,58.64,61,Male,Medium,Business,Premium Economy,1,Silver,Online,9.8,23,66,1,0,Middle
P5947,F1180,JetBlue,ORD,SFO,30/06/2023 23:27,175,On-time,1144,401.74,54,Male,Low,Business,Economy,0,None,Airport Kiosk,6.9,4,29,0,0,Window
P5948,F836,United,ATL,LAX,06/11/2024 22:34,238,Delayed,909,224.6,68,Male,High,Emergency,Economy,0,Silver,Desk,6.7,6,29,0,1,Middle
P5949,F1554,Delta,LAX,DEN,21/01/2024 21:45,192,On-time,1464,203.28,52,Female,Low,Emergency,Economy,2,Gold,Online,5.9,6,119,0,1,Middle
