Passenger_ID,Flight_ID,Price_USD,Travel_Purpose,Seat_Class,Bags_Checked,Check_in_Method,Seat_Selected,Booking_Days_In_Advance,No_Show
P5387,F1521,293.57,Leisure,Business,0,Airport Kiosk,Window,115,0
P5388,F606,183.48,Emergency,Premium Economy,1,Online,Window,103,0
P5389,F1242,217.11,Leisure,Economy,1,Online,Window,107,0
P5390,F215,349.13,Emergency,Economy,1,Desk,Window,47,0
P5391,F45,435.96,Emergency,Economy,3,Airport Kiosk,Middle,72,0
P5392,F637,356.15,Business,Economy,0,Online,Window,88,0
P5393,F1985,318.02,Leisure,Premium Economy,0,Desk,Aisle,20,0
P5394,F1672,311.47,Emergency,Economy,0,Mobile App,Window,108,1
P5395,F361,327.59,Leisure,Economy,2,Airport Kiosk,Middle,22,0
P5396,F1371,318.3,Business,Economy,0,Online,Window,87,0
P5397,F466,333.69,Leisure,Economy,0,Desk,Window,17,0
P5398,F1307,551.23,Business,Economy,2,Desk,Aisle,0,0
P5399,F118,415.54,Family,Economy,1,Online,Middle,44,0
P5400,F34,433.38,Leisure,Business,0,Online,Middle,32,0
P5401,F646,138.66,Emergency,Business,1,Desk,Window,43,0
P5402,F605,350.16,Family,Economy,1,Mobile App,Window,22,0
P5403,F1259,245.27,Emergency,Economy,0,Airport Kiosk,Middle,23,0
P5404,F1608,521.07,Emergency,Premium Economy,3,Online,Window,106,0
P5405,F166,235.08,Family,Premium Economy,0,Mobile App,Aisle,67,0
P5406,F1077,219.48,Business,Economy,1,Mobile App,Aisle,52,0
P5407,F1531,327.2,Leisure,Economy,1,Airport Kiosk,Aisle,34,0
P5408,F1492,338.37,Emergency,Premium Economy,0,Online,Middle,92,0
P5409,F63,305.54,Family,Premium Economy,0,Online,Middle,22,0
P5410,F112,172.49,Business,Business,1,Desk,Aisle,81,0
P5411,F1805,287.42,Emergency,Business,1,Desk,Aisle,71,1
P5412,F347,338.64,Family,Economy,2,Mobile App,Window,46,0
P5413,F863,247.61,Business,Economy,1,Desk,Window,90,1
P5414,F1143,298.14,Family,Economy,1,Online,Aisle,55,0
P5415,F1117,417.54,Business,Premium Economy,2,Mobile App,Aisle,20,0
P5416,F1769,298.44,Emergency,Business,1,Mobile App,Aisle,80,1
P5417,F729,258.23,Emergency,Economy,2,Airport Kiosk,Window,32,0
P5418,F1783,417.53,Emergency,Business,0,Mobile App,Window,96,0
P5419,F1930,316.05,Family,Economy,2,Online,Aisle,47,0
P5420,F236,282.41,Emergency,Economy,0,Online,Aisle,112,0
P5421,F1896,243.17,Family,Economy,0,Desk,Middle,85,0
P5422,F1945,397.61,Leisure,Economy,1,Desk,Window,81,0
P5423,F865,430.8,Leisure,Economy,3,Desk,Window,44,0
P5424,F894,229.82,Family,Economy,0,Mobile App,Aisle,75,0
P5425,F936,277.61,Business,Economy,2,Desk,Window,105,0
P5426,F1030,177.24,Leisure,Economy,0,Online,Window,23,0
P5427,F976,495.28,Family,Economy,0,Online,Aisle,66,0
P5428,F1218,238.88,Emergency,Business,1,Desk,Middle,6,0
P5429,F836,294.01,Family,Economy,0,Airport Kiosk,Window,117,0
P5430,F1550,457.92,Leisure,Economy,0,Desk,Middle,7,0
P5431,F1045,497.47,Family,Premium Economy,3,Desk,Middle,52,0
P5432,F1222,506.17,Emergency,Economy,1,Mobile App,Middle,105,0
P5433,F1461,331.17,Emergency,Economy,0,Desk,Aisle,7,1
P5434,F397,454.5,Business,Economy,0,Online,Middle,1,0
P5435,F1944,319.86,Business,Economy,0,Desk,Aisle,40,0
P5436,F834,325.58,Leisure,Business,1,Airport Kiosk,Window,39,0
P5437,F1485,288.22,Family,Premium Economy,1,Airport Kiosk,Middle,119,0
P5438,F1539,349.2,Emergency,Economy,1,Airport Kiosk,Aisle,33,0
P5439,F841,495.26,Leisure,Economy,2,Mobile App,Window,77,1
P5440,F1408,455.15,Business,Premium Economy,0,Mobile App,Middle,116,0
P5441,F1651,445.26,Business,Economy,3,Mobile App,Window,56,0
P5442,F673,423.6,Family,Business,1,Mobile App,Window,26,0
P5443,F1083,296.41,Family,Economy,0,Airport Kiosk,Aisle,64,0
P5444,F993,163.75,Business,Economy,0,Mobile App,Middle,12,0
P5445,F676,494.68,Emergency,Economy,0,Online,Aisle,46,0
P5446,F1749,494.21,Emergency,Economy,0,Airport Kiosk,Window,100,0
P5447,F1803,412.4,Family,Economy,0,Mobile App,Middle,21,0
P5448,F838,317.83,Family,Business,0,Desk,Aisle,41,0
P5449,F1903,392.77,Emergency,First,2,Online,Window,99,1
P5450,F50,280.15,Family,Economy,0,Mobile App,Middle,17,0
P5451,F427,320.22,Business,Economy,0,Mobile App,Middle,28,0
P5452,F483,547.83,Business,Economy,2,Airport Kiosk,Aisle,54,1
P5453,F103,361.99,Emergency,Business,2,Airport Kiosk,Window,46,0
P5454,F986,665.65,Leisure,Economy,1,Desk,Aisle,58,0
P5455,F240,185.81,Business,First,0,Mobile App,Middle,35,0
P5456,F1543,424.76,Leisure,Business,0,Mobile App,Window,99,0
P5457,F1800,293.73,Emergency,Business,2,Airport Kiosk,Aisle,87,0
P5458,F1505,394.67,Emergency,Economy,1,Airport Kiosk,Window,100,0
P5459,F225,323.46,Emergency,Premium Economy,0,Desk,Aisle,99,0
P5460,F812,413.47,Leisure,Business,1,Online,Middle,91,0
P5461,F26,209.13,Family,Economy,1,Online,Aisle,45,0
P5462,F1625,415.57,Business,Economy,1,Online,Window,76,0
P5463,F1167,219.89,Leisure,Economy,0,Mobile App,Window,89,0
P5464,F1508,349.35,Family,Economy,2,Desk,Window,83,0
P5465,F750,253.31,Business,Business,1,Mobile App,Window,29,0
P5466,F1776,429.3,Emergency,Premium Economy,0,Online,Window,28,0
P5467,F1760,350.81,Leisure,Premium Economy,2,Online,Aisle,70,0
P5468,F778,485.16,Leisure,Business,1,Airport Kiosk,Middle,23,0
P5469,F209,261.96,Leisure,Economy,0,Desk,Aisle,21,0
P5470,F1336,289.3,Emergency,First,1,Mobile App,Aisle,1,0
P5471,F1877,411.02,Family,Premium Economy,4,Mobile App,Middle,6,0
P5472,F1169,274.83,Business,First,1,Online,Aisle,108,0
P5473,F1302,238.93,Business,Economy,1,Airport Kiosk,Aisle,97,0
P5474,F1687,490.86,Leisure,Economy,0,Mobile App,Window,2,0
P5475,F705,411.15,Business,Economy,2,Mobile App,Window,22,0
P5476,F81,250.55,Leisure,Premium Economy,2,Mobile App,Window,81,0
P5477,F502,534.99,Emergency,Economy,1,Online,Aisle,26,0
P5478,F444,505.57,Emergency,Economy,0,Online,Aisle,99,0
P5479,F108,448.05,Emergency,Premium Economy,0,Desk,Window,17,0
P5480,F471,366.74,Emergency,Economy,1,Online,Middle,54,0
P5481,F1530,259.27,Family,Economy,0,Desk,Middle,12,0
P5482,F431,436.92,Family,Economy,0,Airport Kiosk,Middle,31,0
P5483,F1164,116.2,Family,Premium Economy,2,Mobile App,Window,108,0
P5484,F1775,450.18,Family,Economy,1,Mobile App,Window,25,0
P5485,F651,203.92,Family,Economy,0,Mobile App,Middle,17,0
P5486,F1953,317.86,Emergency,Economy,0,Desk,Window,57,0
P5487,F927,335.25,Family,Premium Economy,2,Desk,Window,36,0
P5488,F23,445.88,Business,Economy,0,Airport Kiosk,Aisle,104,0
P5489,F1256,320.27,Business,Economy,0,Airport Kiosk,Aisle,54,0
P5490,F1930,312.49,Emergency,Economy,1,Desk,Window,82,0
P5491,F1354,296.76,Business,Premium Economy,0,Airport Kiosk,Aisle,6,0
P5492,F971,386.39,Business,Economy,1,Mobile App,Aisle,21,0
P5493,F1915,190.54,Business,Business,0,Desk,Middle,23,0
P5494,F1198,211.17,Leisure,Business,0,Online,Aisle,103,0
P5495,F1606,450.82,Emergency,Economy,1,Mobile App,Middle,107,0
P5496,F658,341.92,Leisure,Economy,0,Mobile App,Middle,93,0
P5497,F438,224.47,Business,Economy,0,Airport Kiosk,Window,53,0
P5498,F677,161.02,Leisure,Premium Economy,0,Airport Kiosk,Aisle,91,0
P5499,F1676,393.88,Business,Economy,1,Online,Window,107,0
P5500,F1583,197.55,Leisure,Premium Economy,2,Airport Kiosk,Window,0,0
P5501,F329,338.9,Family,Economy,0,Mobile App,Window,52,0
P5502,F666,361.1,Business,Economy,4,Online,Aisle,54,0
P5503,F1501,182.48,Family,Economy,0,Desk,Middle,45,0
P5504,F1969,230.49,Leisure,Economy,0,Airport Kiosk,Middle,25,0
P5505,F499,270.66,Family,Premium Economy,1,Airport Kiosk,Window,35,1
P5506,F850,385.31,Business,First,2,Desk,Window,69,0
P5507,F1733,302.28,Leisure,Economy,0,Airport Kiosk,Middle,98,0
P5508,F204,411.56,Leisure,Economy,1,Desk,Middle,42,0
P5509,F497,448.0,Family,Business,1,Online,Middle,8,0
P5510,F940,300.0,Business,Economy,2,Airport Kiosk,Aisle,9,0
P5511,F972,169.73,Business,First,1,Airport Kiosk,Window,95,0
P5512,F1545,286.8,Emergency,Economy,1,Online,Window,3,0
P5513,F1998,334.22,Business,Premium Economy,2,Online,Aisle,32,0
P5514,F1773,234.66,Leisure,Business,1,Mobile App,Middle,52,0
P5515,F150,255.0,Emergency,Premium Economy,1,Desk,Middle,17,0
P5516,F1294,237.03,Emergency,Economy,1,Airport Kiosk,Aisle,58,0
P5517,F1868,283.24,Leisure,Economy,0,Online,Middle,16,0
P5518,F1601,252.63,Family,Economy,1,Online,Window,15,0
P5519,F822,380.91,Emergency,Business,2,Online,Middle,51,0
P5520,F710,435.28,Emergency,Economy,0,Desk,Aisle,69,0
P5521,F1138,330.33,Leisure,Premium Economy,0,Desk,Middle,110,0
P5522,F1798,500.51,Business,Economy,1,Desk,Middle,80,0
P5523,F609,211.2,Family,Premium Economy,1,Airport Kiosk,Window,72,0
P5524,F362,382.12,Leisure,Business,1,Airport Kiosk,Middle,92,0
P5525,F1104,345.07,Emergency,Economy,1,Mobile App,Middle,23,1
P5526,F1853,218.06,Business,Premium Economy,1,Desk,Aisle,17,1
P5527,F1752,385.41,Business,Economy,2,Airport Kiosk,Window,10,0
P5528,F1289,412.3,Emergency,Economy,0,Airport Kiosk,Window,62,0
P5529,F251,388.09,Emergency,Premium Economy,0,Online,Aisle,74,0
P5530,F608,381.4,Business,Business,1,Airport Kiosk,Middle,117,0
P5531,F378,231.62,Family,Economy,0,Online,Middle,53,0
P5532,F1494,389.19,Leisure,Economy,0,Airport Kiosk,Window,116,0
P5533,F871,141.73,Business,Economy,0,Desk,Window,68,0
P5534,F1976,389.21,Family,Economy,2,Desk,Aisle,18,0
P5535,F1414,390.59,Leisure,Business,1,Online,Middle,34,0
P5536,F895,238.15,Family,Economy,0,Airport Kiosk,Aisle,12,0
P5537,F181,330.66,Family,First,0,Mobile App,Window,77,0
P5538,F1490,410.85,Leisure,Business,0,Mobile App,Window,41,0
P5539,F538,490.89,Business,Premium Economy,3,Online,Window,7,0
P5540,F1316,419.32,Leisure,Premium Economy,1,Online,Aisle,118,0
P5541,F292,229.73,Family,Business,0,Mobile App,Window,16,0
P5542,F1392,310.19,Leisure,Economy,2,Desk,Middle,77,0
P5543,F216,274.37,Business,Economy,1,Mobile App,Middle,51,0
P5544,F1328,309.86,Family,Premium Economy,2,Airport Kiosk,Aisle,80,0
P5545,F250,456.46,Emergency,First,0,Online,Aisle,51,0
P5546,F895,301.67,Leisure,Premium Economy,0,Mobile App,Aisle,119,0
P5547,F851,238.94,Business,Economy,2,Desk,Window,72,1
P5548,F1666,375.42,Leisure,Economy,1,Airport Kiosk,Window,12,0
P5549,F1798,445.42,Business,Economy,1,Airport Kiosk,Aisle,80,0
P5550,F772,208.53,Leisure,Economy,2,Desk,Window,51,0
P5551,F1551,116.27,Emergency,Economy,2,Online,Middle,91,0
P5552,F1963,441.06,Business,Business,1,Mobile App,Aisle,90,0
P5553,F1056,452.67,Emergency,Premium Economy,1,Online,Aisle,30,0
P5554,F1581,584.68,Business,Business,0,Mobile App,Aisle,116,0
P5555,F1107,362.54,Business,Economy,0,Airport Kiosk,Aisle,22,0
P5556,F182,576.43,Emergency,First,0,Airport Kiosk,Aisle,112,0
P5557,F42,362.62,Business,Economy,1,Airport Kiosk,Aisle,2,0
P5558,F420,439.47,Business,Economy,3,Desk,Middle,30,0
P5559,F483,304.57,Emergency,Economy,1,Online,Window,97,0
P5560,F314,505.76,Family,Premium Economy,1,Mobile App,Window,75,0
P5561,F161,441.41,Family,Business,1,Airport Kiosk,Middle,53,0
P5562,F1000,396.12,Emergency,Economy,1,Online,Window,109,1
P5563,F641,518.5,Business,Business,2,Mobile App,Window,69,0
P5564,F1691,264.22,Business,First,3,Online,Middle,69,0
P5565,F1074,212.77,Family,Economy,2,Desk,Aisle,75,0
P5566,F925,357.46,Emergency,Premium Economy,0,Online,Window,31,0
P5567,F1705,524.48,Business,Economy,1,Desk,Window,35,0
P5568,F1083,374.18,Emergency,Economy,0,Online,Aisle,78,0
P5569,F530,337.99,Emergency,Economy,0,Desk,Window,99,1
P5570,F1058,415.05,Business,Economy,1,Desk,Aisle,117,0
P5571,F1010,387.39,Emergency,Economy,1,Online,Aisle,47,0
P5572,F186,263.54,Emergency,Economy,1,Mobile App,Window,111,0
P5573,F1541,411.67,Business,Business,1,Airport Kiosk,Middle,73,0
P5574,F242,451.46,Family,Economy,0,Online,Aisle,114,0
P5575,F1981,470.47,Emergency,First,1,Mobile App,Window,23,0
P5576,F1076,399.61,Family,Economy,1,Desk,Middle,2,0
P5577,F570,326.33,Leisure,Premium Economy,1,Desk,Window,79,0
P5578,F455,460.83,Business,Economy,4,Online,Aisle,84,0
P5579,F745,296.23,Family,Business,0,Online,Window,5,0
P5580,F922,492.49,Emergency,Economy,2,Online,Middle,65,0
P5581,F315,321.07,Emergency,Economy,0,Online,Aisle,54,0
P5582,F1001,352.59,Emergency,Economy,1,Airport Kiosk,Middle,51,0
P5583,F1324,414.24,Family,Economy,0,Mobile App,Middle,70,0
P5584,F1805,295.7,Business,Premium Economy,2,Desk,Window,22,0
P5585,F282,438.59,Business,Economy,1,Mobile App,Middle,113,0
P5586,F1590,345.98,Emergency,First,0,Mobile App,Aisle,54,0
P5587,F1100,324.8,Emergency,Economy,1,Airport Kiosk,Middle,16,0
P5588,F1864,413.66,Leisure,Economy,0,Airport Kiosk,Middle,87,0
P5589,F216,352.75,Leisure,Economy,1,Mobile App,Aisle,41,0
P5590,F1480,455.8,Family,Premium Economy,2,Desk,Aisle,7,0
P5591,F211,636.53,Family,Economy,1,Online,Middle,26,0
P5592,F1588,235.53,Family,Premium Economy,2,Online,Middle,19,0
P5593,F1139,314.48,Emergency,Economy,0,Airport Kiosk,Aisle,24,0
P5594,F448,310.87,Leisure,Economy,2,Online,Middle,59,0
P5595,F1679,381.03,Emergency,Economy,0,Online,Middle,101,0
P5596,F60,561.96,Business,Economy,0,Mobile App,Middle,116,0
P5597,F1973,265.09,Business,Business,2,Mobile App,Window,80,1
P5598,F608,440.88,Emergency,Business,1,Online,Middle,45,0
P5599,F1504,364.02,Business,Business,0,Airport Kiosk,Window,100,0
P5600,F1508,249.3,Business,Economy,1,Online,Aisle,80,0
P5601,F892,325.46,Business,Business,0,Mobile App,Window,56,0
P5602,F24,231.2,Leisure,Business,1,Mobile App,Middle,117,0
P5603,F540,495.23,Business,Business,1,Airport Kiosk,Window,47,0
P5604,F493,308.38,Family,Economy,2,Airport Kiosk,Aisle,53,0
P5605,F1984,338.19,Business,Economy,0,Online,Window,98,0
P5606,F116,495.92,Emergency,Premium Economy,1,Online,Middle,71,0
P5607,F1726,463.18,Leisure,Premium Economy,0,Airport Kiosk,Window,74,0
P5608,F65,461.67,Family,Economy,1,Online,Middle,5,0
P5609,F323,355.7,Family,Business,1,Mobile App,Middle,30,0
P5610,F1296,299.45,Family,Premium Economy,2,Airport Kiosk,Middle,62,0
P5611,F1935,325.06,Emergency,Economy,0,Mobile App,Window,38,0
P5612,F1827,332.38,Emergency,Premium Economy,0,Online,Aisle,11,0
P5613,F1552,169.21,Leisure,Economy,2,Online,Window,63,0
P5614,F1995,457.59,Emergency,Business,0,Desk,Aisle,99,0
P5615,F1521,304.79,Family,Economy,0,Desk,Middle,57,0
P5616,F1913,123.16,Leisure,Premium Economy,0,Airport Kiosk,Window,61,0
P5617,F1608,366.4,Emergency,Business,1,Airport Kiosk,Aisle,81,0
P5618,F1142,221.75,Business,Premium Economy,1,Mobile App,Aisle,107,0
P5619,F156,377.81,Emergency,Economy,1,Airport Kiosk,Aisle,0,0
P5620,F1714,292.37,Business,Economy,0,Online,Aisle,56,0
P5621,F987,328.92,Family,Premium Economy,1,Desk,Aisle,102,0
P5622,F1771,432.12,Business,Premium Economy,0,Mobile App,Window,70,0
P5623,F205,404.58,Leisure,Economy,1,Online,Aisle,52,1
P5624,F1334,422.35,Family,Economy,0,Airport Kiosk,Middle,3,0
P5625,F1973,284.92,Emergency,Premium Economy,1,Airport Kiosk,Aisle,65,0
P5626,F391,387.95,Leisure,Economy,3,Mobile App,Aisle,106,0
P5627,F329,342.13,Family,Premium Economy,1,Desk,Aisle,40,0
P5628,F474,212.21,Business,Economy,0,Mobile App,Window,9,0
P5629,F1659,387.75,Emergency,Economy,1,Online,Window,83,0
P5630,F278,483.77,Leisure,Economy,2,Desk,Aisle,119,0
P5631,F964,194.58,Business,Premium Economy,2,Airport Kiosk,Middle,107,0
P5632,F508,187.6,Business,Economy,2,Desk,Window,2,0
P5633,F959,385.22,Leisure,Premium Economy,2,Desk,Aisle,98,0
P5634,F1648,287.73,Family,Economy,0,Desk,Aisle,55,0
P5635,F952,350.47,Leisure,Premium Economy,2,Desk,Window,96,0
P5636,F1334,484.69,Emergency,Premium Economy,0,Airport Kiosk,Window,114,0
P5637,F893,136.97,Emergency,Business,1,Online,Window,106,0
P5638,F760,284.54,Leisure,Economy,1,Airport Kiosk,Window,22,0
P5639,F1230,435.73,Family,Premium Economy,0,Online,Middle,34,0
P5640,F1033,176.84,Business,Business,1,Mobile App,Aisle,25,0
P5641,F1919,330.03,Family,Economy,1,Desk,Window,87,0
P5642,F1498,183.03,Family,Economy,0,Mobile App,Aisle,52,0
P5643,F335,343.77,Business,Premium Economy,1,Mobile App,Window,92,0
P5644,F616,238.07,Leisure,Economy,3,Airport Kiosk,Window,40,0
P5645,F987,234.28,Emergency,Business,1,Desk,Window,77,0
P5646,F1147,395.2,Family,Business,1,Online,Aisle,108,1
P5647,F853,370.84,Business,Premium Economy,0,Online,Window,10,0
P5648,F1038,287.78,Emergency,Economy,1,Desk,Aisle,48,0
P5649,F1202,316.82,Emergency,Economy,1,Airport Kiosk,Window,4,0
P5650,F369,366.48,Business,Economy,0,Online,Aisle,6,0
P5651,F1994,291.94,Leisure,Premium Economy,1,Mobile App,Middle,34,0
P5652,F1828,222.43,Business,Premium Economy,1,Desk,Middle,54,0
P5653,F1783,281.32,Business,Premium Economy,2,Online,Aisle,93,0
P5654,F1911,314.88,Family,Economy,0,Mobile App,Aisle,93,0
P5655,F1066,139.38,Leisure,Economy,1,Mobile App,Aisle,98,0
P5656,F210,142.99,Leisure,Economy,0,Desk,Aisle,80,0
P5657,F1325,316.26,Business,Premium Economy,0,Mobile App,Aisle,93,0
P5658,F505,417.67,Business,Economy,0,Online,Aisle,18,0
P5659,F1230,370.48,Emergency,Economy,1,Desk,Window,13,0
P5660,F421,393.85,Family,Economy,0,Online,Window,45,0
P5661,F58,304.14,Leisure,Business,1,Desk,Middle,79,0
P5662,F1130,304.37,Business,Economy,2,Desk,Window,2,0
P5663,F779,166.39,Leisure,Business,2,Desk,Window,33,0
P5664,F626,346.93,Leisure,Economy,1,Online,Aisle,81,0
P5665,F192,443.12,Family,Business,0,Online,Middle,43,0
P5666,F275,341.02,Business,Economy,0,Desk,Middle,23,0
P5667,F1791,449.88,Leisure,Economy,0,Desk,Window,48,0
P5668,F1562,249.87,Family,Economy,2,Desk,Aisle,66,0
P5669,F1791,254.13,Leisure,Premium Economy,3,Airport Kiosk,Aisle,31,0
P5670,F517,291.19,Leisure,Economy,1,Mobile App,Window,41,0
P5671,F466,480.15,Family,Economy,0,Mobile App,Aisle,98,0
P5672,F436,275.27,Leisure,Economy,1,Online,Middle,107,0
P5673,F1948,350.06,Leisure,Business,0,Online,Aisle,102,1
P5674,F1834,521.99,Leisure,Economy,0,Desk,Window,64,1
P5675,F372,500.37,Emergency,Economy,2,Desk,Aisle,13,0
P5676,F1781,485.3,Emergency,Premium Economy,1,Airport Kiosk,Middle,79,1
P5677,F1458,401.61,Emergency,Economy,1,Mobile App,Aisle,64,0
P5678,F583,340.16,Leisure,Economy,1,Online,Middle,66,0
P5679,F424,441.67,Business,Economy,1,Desk,Middle,87,0
P5680,F1765,163.27,Leisure,Premium Economy,0,Airport Kiosk,Middle,76,1
P5681,F1551,407.66,Leisure,Economy,1,Mobile App,Window,116,0
P5682,F1253,424.17,Business,Premium Economy,0,Online,Aisle,8,0
P5683,F1850,351.26,Emergency,Economy,5,Online,Aisle,77,0
P5684,F1583,208.02,Emergency,Business,0,Airport Kiosk,Aisle,86,0
P5685,F1542,279.41,Leisure,Premium Economy,2,Mobile App,Middle,23,0
P5686,F1623,437.38,Emergency,Economy,1,Online,Window,113,0
P5687,F1095,230.78,Family,Economy,2,Airport Kiosk,Aisle,103,0
P5688,F257,486.93,Family,Economy,3,Airport Kiosk,Window,57,0
P5689,F1324,548.77,Leisure,Business,0,Mobile App,Window,102,0
P5690,F1736,297.55,Emergency,Economy,1,Online,Middle,29,1
P5691,F471,292.59,Emergency,Business,1,Desk,Window,32,0
P5692,F681,263.73,Family,Business,1,Online,Window,2,0
P5693,F1968,273.96,Emergency,Economy,1,Airport Kiosk,Middle,14,0
P5694,F418,528.0,Leisure,Economy,0,Mobile App,Aisle,23,0
P5695,F1994,243.44,Emergency,Economy,0,Desk,Window,11,0
P5696,F1635,284.49,Business,Premium Economy,0,Airport Kiosk,Window,96,0
P5697,F1776,291.45,Emergency,Economy,2,Mobile App,Aisle,43,0
P5698,F275,268.82,Business,Economy,4,Mobile App,Aisle,9,0
P5699,F10,414.69,Business,Economy,0,Online,Middle,66,0
P5700,F1247,500.53,Leisure,Economy,1,Airport Kiosk,Window,18,0
P5701,F1357,297.68,Emergency,Economy,0,Desk,Middle,69,0
P5702,F338,313.15,Emergency,Economy,0,Desk,Window,89,0
P5703,F864,200.54,Emergency,Economy,1,Online,Window,52,0
P5704,F1009,362.24,Emergency,Business,4,Desk,Middle,14,0
P5705,F1785,437.6,Business,Premium Economy,2,Airport Kiosk,Window,78,0
P5706,F1113,430.77,Family,Economy,0,Desk,Middle,83,0
P5707,F992,455.65,Emergency,First,1,Mobile App,Window,91,0
P5708,F555,421.15,Emergency,Business,1,Mobile App,Middle,85,0
P5709,F1649,346.01,Emergency,Premium Economy,1,Desk,Middle,57,0
P5710,F1575,373.08,Business,First,0,Airport Kiosk,Window,92,0
P5711,F571,220.34,Family,Economy,1,Airport Kiosk,Window,115,0
P5712,F1280,406.48,Emergency,Business,2,Online,Window,67,0
P5713,F1096,204.87,Emergency,Premium Economy,1,Desk,Window,59,0
P5714,F29,480.73,Family,Economy,1,Online,Aisle,107,0
P5715,F1432,404.52,Business,Premium Economy,1,Airport Kiosk,Middle,9,0
P5716,F1752,300.71,Emergency,Economy,0,Mobile App,Window,35,0
P5717,F1850,311.65,Business,Business,1,Desk,Aisle,62,0
P5718,F1106,306.4,Business,Economy,1,Online,Middle,38,0
P5719,F1575,188.5,Family,Economy,1,Desk,Aisle,20,0
P5720,F331,496.61,Business,First,0,Mobile App,Aisle,18,0
P5721,F564,384.2,Family,Business,1,Mobile App,Middle,18,0
P5722,F1850,364.29,Emergency,Premium Economy,3,Desk,Middle,74,0
P5723,F307,343.02,Emergency,Economy,0,Online,Window,12,0
P5724,F1547,280.02,Emergency,Economy,0,Airport Kiosk,Aisle,33,0
P5725,F852,218.97,Leisure,Economy,0,Airport Kiosk,Aisle,38,0
P5726,F392,486.55,Emergency,Economy,1,Desk,Middle,82,0
P5727,F710,360.37,Business,Business,0,Airport Kiosk,Aisle,67,0
P5728,F1140,396.09,Emergency,Economy,1,Desk,Middle,87,1
P5729,F689,596.85,Family,Economy,2,Desk,Window,51,0
P5730,F1974,123.32,Emergency,Economy,1,Airport Kiosk,Window,118,0
P5731,F1910,239.75,Family,Economy,0,Online,Aisle,52,0
P5732,F97,227.34,Business,Premium Economy,0,Desk,Aisle,119,0
P5733,F1260,211.99,Leisure,Business,2,Airport Kiosk,Middle,20,0
P5734,F1557,413.27,Business,Economy,0,Mobile App,Aisle,97,0
P5735,F381,391.7,Family,Business,0,Airport Kiosk,Middle,22,1
P5736,F1630,242.55,Emergency,Economy,2,Airport Kiosk,Window,94,0
